Change #,Page,ChangeType,Old Text,New Text,X,Y,W,H
95,2,Deleted,BCSIC,,558.5399780273438,422.74786376953125,30.73211669921875,12.24176025390625
96,2,Deleted,GREY/BLUE,,622.1699829101562,422.74786376953125,55.31781005859375,12.24176025390625
97,2,Deleted,1,,714.6199951171875,422.74786376953125,6.14642333984375,12.24176025390625
98,2,Deleted,KM1FB CONTACTOR FEEDBACK,,754.1699829101562,422.74786376953125,147.51416015625,12.24176025390625
99,2,Deleted,R28,,57.279998779296875,437.82781982421875,18.43926239013672,12.24176025390625
100,2,Deleted,NAIO3,,106.4000015258789,437.82781982421875,30.73210906982422,12.24176025390625
101,2,Deleted,17,,213.44000244140625,437.82781982421875,12.2928466796875,12.24176025390625
102,2,Deleted,NAIO3,,294.3800048828125,437.82781982421875,30.73211669921875,12.24176025390625
103,2,Deleted,5,,482.010009765625,437.82781982421875,6.14642333984375,12.24176025390625
104,2,Deleted,BCSIC,,558.5399780273438,437.82781982421875,30.73211669921875,12.24176025390625
105,2,Deleted,GREY/BLACK,,622.1699829101562,437.82781982421875,61.4642333984375,12.24176025390625
106,2,Deleted,QM1FB OVERLOAD RELAY FEEDBACK,,754.1699829101562,437.82781982421875,178.24627685546875,12.24176025390625
107,2,Deleted,R29,,57.279998779296875,452.89776611328125,18.43926239013672,12.24176025390625
108,2,Deleted,NAIO3,,106.4000015258789,452.89776611328125,30.73210906982422,12.24176025390625
109,2,Deleted,18,,213.44000244140625,452.89776611328125,12.2928466796875,12.24176025390625
110,2,Deleted,NAIO3,,294.3800048828125,452.89776611328125,30.73211669921875,12.24176025390625
111,2,Deleted,BCS ROOF I/C,,351.30999755859375,452.89776611328125,73.757080078125,12.24176025390625
112,2,Deleted,6,,482.010009765625,452.89776611328125,6.14642333984375,12.24176025390625
113,2,Deleted,BCSIC,,558.5399780273438,452.89776611328125,30.73211669921875,12.24176025390625
114,2,Deleted,GREY/GREEN,,622.1699829101562,452.89776611328125,61.4642333984375,12.24176025390625
115,2,Deleted,KM2FB CONTRACTOR FEEDBACK,,754.1699829101562,452.89776611328125,153.66058349609375,12.24176025390625
116,2,Deleted,R30,,57.279998779296875,467.97784423828125,18.43926239013672,12.24176025390625
117,2,Deleted,NAIO3,,106.4000015258789,467.97784423828125,30.73210906982422,12.24176025390625
118,2,Deleted,19,,213.44000244140625,467.97784423828125,12.2928466796875,12.24176025390625
119,2,Deleted,NAIO3,,294.3800048828125,467.97784423828125,30.73211669921875,12.24176025390625
120,2,Deleted,BCS ROOF I/C,,351.30999755859375,467.97784423828125,73.757080078125,12.24176025390625
121,2,Deleted,7,,482.010009765625,467.97784423828125,6.14642333984375,12.24176025390625
122,2,Deleted,BCSIC,,558.5399780273438,467.97784423828125,30.73211669921875,12.24176025390625
123,2,Deleted,GREY/WHITE,,622.1699829101562,467.97784423828125,61.4642333984375,12.24176025390625
124,2,Deleted,QM2FB OVERLOAD RELAY FEEDBACK,,754.1699829101562,467.97784423828125,178.24627685546875,12.24176025390625
125,2,Deleted,306,,57.279998779296875,483.05780029296875,18.43926239013672,12.24176025390625
126,2,Deleted,REAR FRONT I/C,,106.4000015258789,483.05780029296875,86.04991912841797,12.24176025390625
127,2,Deleted,7,,213.44000244140625,483.05780029296875,6.14642333984375,12.24176025390625
128,2,Deleted,NA,,294.3800048828125,483.05780029296875,12.2928466796875,12.24176025390625
129,2,Deleted,BCS ROOF I/C,,351.30999755859375,483.05780029296875,73.757080078125,12.24176025390625
130,2,Deleted,8,,482.010009765625,483.05780029296875,6.14642333984375,12.24176025390625
131,2,Deleted,NA,,558.5399780273438,483.05780029296875,12.2928466796875,12.24176025390625
132,2,Deleted,0.5,,714.6199951171875,483.05780029296875,18.43927001953125,12.24176025390625
133,2,Deleted,CAN2 H,,754.1699829101562,483.05780029296875,36.8785400390625,12.24176025390625
134,2,Deleted,305,,57.279998779296875,498.13775634765625,18.43926239013672,12.24176025390625
135,2,Deleted,REAR FRONT I/C,,106.4000015258789,498.13775634765625,86.04991912841797,12.24176025390625
136,2,Deleted,8,,213.44000244140625,498.13775634765625,6.14642333984375,12.24176025390625
137,2,Deleted,NA,,294.3800048828125,498.13775634765625,12.2928466796875,12.24176025390625
138,2,Deleted,BCS ROOF I/C,,351.30999755859375,498.13775634765625,73.757080078125,12.24176025390625
139,2,Deleted,9,,482.010009765625,498.13775634765625,6.14642333984375,12.24176025390625
140,2,Deleted,NA,,558.5399780273438,498.13775634765625,12.2928466796875,12.24176025390625
141,2,Deleted,BLACK,,622.1699829101562,498.13775634765625,30.73211669921875,12.24176025390625
142,2,Deleted,0.5,,714.6199951171875,498.13775634765625,18.43927001953125,12.24176025390625
143,2,Deleted,CAN2 l,,754.1699829101562,498.13775634765625,36.8785400390625,12.24176025390625
144,2,Deleted,302,,57.279998779296875,513.2178344726562,18.43926239013672,12.24176025390625
145,2,Deleted,REAR FRONT I/C,,106.4000015258789,513.2178344726562,86.04991912841797,12.24176025390625
146,2,Deleted,9(SHEILD),,213.44000244140625,513.2178344726562,55.31781005859375,12.24176025390625
147,2,Deleted,NA,,294.3800048828125,513.2178344726562,12.2928466796875,12.24176025390625
148,2,Deleted,BCS ROOF I/C,,351.30999755859375,513.2178344726562,73.757080078125,12.24176025390625
149,2,Deleted,10(SHEILD),,482.010009765625,513.2178344726562,61.4642333984375,12.24176025390625
150,2,Deleted,NA,,558.5399780273438,513.2178344726562,12.2928466796875,12.24176025390625
151,2,Deleted,BROWN,,622.1699829101562,513.2178344726562,30.73211669921875,12.24176025390625
152,2,Deleted,0.5,,714.6199951171875,513.2178344726562,18.43927001953125,12.24176025390625
153,2,Deleted,CAN2  SHEILDGROUND,,754.1699829101562,513.2178344726562,110.6356201171875,12.24176025390625
154,2,Deleted,R15,,57.279998779296875,528.2877807617188,18.43926239013672,12.24176025390625
155,2,Deleted,3,,213.44000244140625,528.2877807617188,6.14642333984375,12.24176025390625
156,2,Deleted,BCS ROOF I/C,,351.30999755859375,528.2877807617188,73.757080078125,12.24176025390625
157,2,Deleted,11,,482.010009765625,528.2877807617188,12.2928466796875,12.24176025390625
158,2,Deleted,BCSIC,,558.5399780273438,528.2877807617188,30.73211669921875,12.24176025390625
159,2,Deleted,WHITE/BLUE,,622.1699829101562,528.2877807617188,61.4642333984375,12.24176025390625
160,2,Deleted,BCS IGNITION,,754.1699829101562,528.2877807617188,73.757080078125,12.24176025390625
161,2,Deleted,101K,,57.279998779296875,543.3678588867188,24.58568572998047,12.24176025390625
162,2,Deleted,BRANCH ON 101,,106.4000015258789,543.3678588867188,79.90349578857422,12.24176025390625
163,2,Deleted,JO101,,294.3800048828125,543.3678588867188,30.73211669921875,12.24176025390625
164,2,Deleted,BCS ROOF I/C,,351.30999755859375,543.3678588867188,73.757080078125,12.24176025390625
165,2,Deleted,12,,482.010009765625,543.3678588867188,12.2928466796875,12.24176025390625
166,2,Deleted,BCSIC,,558.5399780273438,543.3678588867188,30.73211669921875,12.24176025390625
167,2,Deleted,BLACK,,622.1699829101562,543.3678588867188,30.73211669921875,12.24176025390625
168,2,Deleted,1.5,,714.6199951171875,543.3678588867188,18.43927001953125,12.24176025390625
169,2,Deleted,BCS GROUND,,754.1699829101562,543.3678588867188,61.4642333984375,12.24176025390625
170,2,Deleted,101L,,57.279998779296875,558.4478149414062,24.58568572998047,12.24176025390625
171,2,Deleted,BRANCH FROM 101,,106.4000015258789,558.4478149414062,92.19634246826172,12.24176025390625
172,2,Deleted,1,,213.44000244140625,558.4478149414062,6.14642333984375,12.24176025390625
173,2,Deleted,JO101,,294.3800048828125,558.4478149414062,30.73211669921875,12.24176025390625
174,2,Deleted,PDUIC,,558.5399780273438,558.4478149414062,30.73211669921875,12.24176025390625
175,2,Deleted,BLACK,,622.1699829101562,558.4478149414062,30.73211669921875,12.24176025390625
176,2,Deleted,2.5,,714.6199951171875,558.4478149414062,18.43927001953125,12.24176025390625
177,2,Deleted,GROUND FOR FOR NPDU,,754.1699829101562,558.4478149414062,116.78204345703125,12.24176025390625
178,2,Deleted,81,,57.279998779296875,573.5277709960938,12.292839050292969,12.24176025390625
179,2,Deleted,21,,213.44000244140625,573.5277709960938,12.2928466796875,12.24176025390625
180,2,Deleted,PDU I/C,,351.30999755859375,573.5277709960938,43.02496337890625,12.24176025390625
181,2,Deleted,PDUIC,,558.5399780273438,573.5277709960938,30.73211669921875,12.24176025390625
182,2,Deleted,YELLOW,,622.1699829101562,573.5277709960938,43.02496337890625,12.24176025390625
183,2,Deleted,2.5,,714.6199951171875,573.5277709960938,18.43927001953125,12.24176025390625
184,2,Deleted,300 SUPPLY TO PDU BOX,,754.1699829101562,573.5277709960938,129.07489013671875,12.24176025390625
185,2,Deleted,82,,57.279998779296875,588.6078491210938,12.292839050292969,12.24176025390625
186,2,Deleted,22,,213.44000244140625,588.6078491210938,12.2928466796875,12.24176025390625
187,2,Deleted,PDU I/C,,351.30999755859375,588.6078491210938,43.02496337890625,12.24176025390625
188,2,Deleted,3,,482.010009765625,588.6078491210938,6.14642333984375,12.24176025390625
189,2,Deleted,PDUIC,,558.5399780273438,588.6078491210938,30.73211669921875,12.24176025390625
190,2,Deleted,GREEN,,622.1699829101562,588.6078491210938,30.73211669921875,12.24176025390625
191,2,Deleted,SUPPLY TO NPDU IO1,,754.1699829101562,588.6078491210938,110.6356201171875,12.24176025390625
192,2,Deleted,83,,57.279998779296875,603.6777954101562,12.292839050292969,12.24176025390625
193,2,Deleted,23,,213.44000244140625,603.6777954101562,12.2928466796875,12.24176025390625
194,2,Deleted,FB3,,294.3800048828125,603.6777954101562,18.43927001953125,12.24176025390625
195,2,Deleted,PDU I/C,,351.30999755859375,603.6777954101562,43.02496337890625,12.24176025390625
196,2,Deleted,4,,482.010009765625,603.6777954101562,6.14642333984375,12.24176025390625
197,2,Deleted,PDUIC,,558.5399780273438,603.6777954101562,30.73211669921875,12.24176025390625
198,2,Deleted,WHITE,,622.1699829101562,603.6777954101562,30.73211669921875,12.24176025390625
199,2,Deleted,SUPPLY TO NPDU IO2,,754.1699829101562,603.6777954101562,110.6356201171875,12.24176025390625
200,2,Deleted,84,,57.279998779296875,618.7578735351562,12.292839050292969,12.24176025390625
201,2,Deleted,24,,213.44000244140625,618.7578735351562,12.2928466796875,12.24176025390625
202,2,Deleted,FB3,,294.3800048828125,618.7578735351562,18.43927001953125,12.24176025390625
203,2,Deleted,PDU I/C,,351.30999755859375,618.7578735351562,43.02496337890625,12.24176025390625
204,2,Deleted,5,,482.010009765625,618.7578735351562,6.14642333984375,12.24176025390625
205,2,Deleted,PDUIC,,558.5399780273438,618.7578735351562,30.73211669921875,12.24176025390625
206,2,Deleted,GREY,,622.1699829101562,618.7578735351562,24.585693359375,12.24176025390625
207,2,Deleted,SUPPLY TO NPDU IO3,,754.1699829101562,618.7578735351562,110.6356201171875,12.24176025390625
208,2,Deleted,85,,57.279998779296875,633.8378295898438,12.292839050292969,12.24176025390625
209,2,Deleted,29,,213.44000244140625,633.8378295898438,12.2928466796875,12.24176025390625
210,2,Deleted,FB3,,294.3800048828125,633.8378295898438,18.43927001953125,12.24176025390625
211,2,Deleted,PDU I/C,,351.30999755859375,633.8378295898438,43.02496337890625,12.24176025390625
212,2,Deleted,6,,482.010009765625,633.8378295898438,6.14642333984375,12.24176025390625
213,2,Deleted,PDUIC,,558.5399780273438,633.8378295898438,30.73211669921875,12.24176025390625
214,2,Deleted,VIOLET,,622.1699829101562,633.8378295898438,36.8785400390625,12.24176025390625
215,2,Deleted,SUPPLY TO NPDU IO4,,754.1699829101562,633.8378295898438,110.6356201171875,12.24176025390625
216,2,Deleted,90,,57.279998779296875,648.9177856445312,12.292839050292969,12.24176025390625
217,2,Deleted,FB3,,106.4000015258789,648.9177856445312,18.43927001953125,12.24176025390625
218,2,Deleted,47,,213.44000244140625,648.9177856445312,12.2928466796875,12.24176025390625
219,2,Deleted,FB3,,294.3800048828125,648.9177856445312,18.43927001953125,12.24176025390625
220,2,Deleted,PLC1 CAN,,351.30999755859375,648.9177856445312,49.17138671875,12.24176025390625
221,2,Deleted,5,,482.010009765625,648.9177856445312,6.14642333984375,12.24176025390625
222,2,Deleted,PLC1C,,558.5399780273438,648.9177856445312,30.73211669921875,12.24176025390625
223,2,Deleted,ORANGE/WHITE,,622.1699829101562,648.9177856445312,73.757080078125,12.24176025390625
224,2,Deleted,PLC CARD SUPPLY,,754.1699829101562,648.9177856445312,92.19635009765625,12.24176025390625
225,2,Deleted,R1,,57.279998779296875,663.997802734375,12.292839050292969,12.24176025390625
226,2,Deleted,REAR COMPARTMENT I/C 1,,351.30999755859375,663.997802734375,136.846435546875,12.24176025390625
227,2,Deleted,REAR BRAKE LIGHT LEFT,,754.1699829101562,663.997802734375,129.07489013671875,12.24176025390625
228,2,Deleted,R2,,57.279998779296875,679.0678100585938,12.292839050292969,12.24176025390625
229,2,Deleted,NAIO1,,294.3800048828125,679.0678100585938,30.73211669921875,12.24176025390625
230,2,Deleted,REAR COMPARTMENT I/C 2,,351.30999755859375,679.0678100585938,136.846435546875,12.24176025390625
231,2,Deleted,BLACK/WHITE,,622.1699829101562,679.0678100585938,67.61065673828125,12.24176025390625
232,2,Deleted,1,,714.6199951171875,679.0678100585938,6.14642333984375,12.24176025390625
233,2,Deleted,REAR BRAKE LIGHT RIGHT,,754.1699829101562,679.0678100585938,135.2213134765625,12.24176025390625
234,2,Deleted,R3,,57.279998779296875,694.1478271484375,12.292839050292969,12.24176025390625
235,2,Deleted,5,,213.44000244140625,694.1478271484375,6.14642333984375,12.24176025390625
236,2,Deleted,NAIO1,,294.3800048828125,694.1478271484375,30.73211669921875,12.24176025390625
237,2,Deleted,REAR COMPARTMENT I/C 3,,351.30999755859375,694.1478271484375,136.846435546875,12.24176025390625
238,2,Deleted,RED/GREEN,,622.1699829101562,694.1478271484375,55.31781005859375,12.24176025390625
239,2,Deleted,2,,714.6199951171875,694.1478271484375,6.14642333984375,12.24176025390625
240,2,Deleted,REAR RIGHT SIDE MARKERS,,754.1699829101562,694.1478271484375,141.36773681640625,12.24176025390625
241,2,Deleted,R4,,57.279998779296875,709.2278442382812,12.292839050292969,12.24176025390625
242,2,Deleted,NAIO3,,106.4000015258789,709.2278442382812,30.73210906982422,12.24176025390625
243,2,Deleted,NAIO3,,294.3800048828125,709.2278442382812,30.73211669921875,12.24176025390625
244,2,Deleted,REAR COMPARTMENT I/C 4,,351.30999755859375,709.2278442382812,136.846435546875,12.24176025390625
245,2,Deleted,RED/GREEN,,622.1699829101562,709.2278442382812,55.31781005859375,12.24176025390625
246,2,Deleted,2,,714.6199951171875,709.2278442382812,6.14642333984375,12.24176025390625
247,2,Deleted,REAR RIGHT SIDE MARKERS,,754.1699829101562,709.2278442382812,141.36773681640625,12.24176025390625
248,2,Deleted,R5,,57.279998779296875,724.3078002929688,12.292839050292969,12.24176025390625
249,2,Deleted,4,,213.44000244140625,724.3078002929688,6.14642333984375,12.24176025390625
250,2,Deleted,REAR COMPARTMENT I/C 5,,351.30999755859375,724.3078002929688,136.846435546875,12.24176025390625
251,2,Deleted,BLACK/WHITE,,622.1699829101562,724.3078002929688,67.61065673828125,12.24176025390625
252,2,Deleted,REVERSE LAMP LEFT,,754.1699829101562,724.3078002929688,104.48919677734375,12.24176025390625
253,2,Deleted,R6,,57.279998779296875,739.3778076171875,12.292839050292969,12.24176025390625
254,2,Deleted,NAIO1,,106.4000015258789,739.3778076171875,30.73210906982422,12.24176025390625
255,2,Deleted,NAIO1,,294.3800048828125,739.3778076171875,30.73211669921875,12.24176025390625
256,2,Deleted,REAR COMPARTMENT I/C 6,,351.30999755859375,739.3778076171875,136.846435546875,12.24176025390625
257,2,Deleted,RCPIC,,558.5399780273438,739.3778076171875,30.73211669921875,12.24176025390625
258,2,Deleted,BLACK/WHITE,,622.1699829101562,739.3778076171875,67.61065673828125,12.24176025390625
259,2,Deleted,1.5,,714.6199951171875,739.3778076171875,18.43927001953125,12.24176025390625
260,2,Deleted,REVERSE LAMP RIGHT AND LEFT,,754.1699829101562,739.3778076171875,165.95343017578125,12.24176025390625
261,2,Deleted,R7,,57.279998779296875,754.4578247070312,12.292839050292969,12.24176025390625
262,2,Deleted,NAIO1,,106.4000015258789,754.4578247070312,30.73210906982422,12.24176025390625
263,2,Deleted,7,,213.44000244140625,754.4578247070312,6.14642333984375,12.24176025390625
264,2,Deleted,NAIO1,,294.3800048828125,754.4578247070312,30.73211669921875,12.24176025390625
265,2,Deleted,REAR COMPARTMENT I/C 7,,351.30999755859375,754.4578247070312,136.846435546875,12.24176025390625
266,2,Deleted,RCPIC,,558.5399780273438,754.4578247070312,30.73211669921875,12.24176025390625
267,2,Deleted,GREEN/WHITE,,622.1699829101562,754.4578247070312,67.61065673828125,12.24176025390625
268,2,Deleted,1,,714.6199951171875,754.4578247070312,6.14642333984375,12.24176025390625
269,2,Deleted,REAR TURN INDICATOR LAMP LEFT,,754.1699829101562,754.4578247070312,178.24627685546875,12.24176025390625
270,2,Deleted,R8,,57.279998779296875,769.537841796875,12.292839050292969,12.24176025390625
271,2,Deleted,NAIO1,,106.4000015258789,769.537841796875,30.73210906982422,12.24176025390625
272,2,Deleted,8,,213.44000244140625,769.537841796875,6.14642333984375,12.24176025390625
273,2,Deleted,NAIO1,,294.3800048828125,769.537841796875,30.73211669921875,12.24176025390625
274,2,Deleted,REAR COMPARTMENT I/C 8,,351.30999755859375,769.537841796875,136.846435546875,12.24176025390625
275,2,Deleted,RCPIC,,558.5399780273438,769.537841796875,30.73211669921875,12.24176025390625
276,2,Deleted,GREEN/BLACK,,622.1699829101562,769.537841796875,67.61065673828125,12.24176025390625
277,2,Deleted,1,,714.6199951171875,769.537841796875,6.14642333984375,12.24176025390625
278,2,Deleted,REAR TURN INDICATOR LAMP RIGHT,,754.1699829101562,769.537841796875,184.3927001953125,12.24176025390625
279,2,Deleted,R20,,57.279998779296875,784.6177978515625,18.43926239013672,12.24176025390625
280,2,Deleted,32,,213.44000244140625,784.6177978515625,12.2928466796875,12.24176025390625
281,2,Deleted,REAR COMPARTMENT I/C 10,,351.30999755859375,784.6177978515625,142.99285888671875,12.24176025390625
282,2,Deleted,RCPIC,,558.5399780273438,784.6177978515625,30.73211669921875,12.24176025390625
283,2,Deleted,BROWN/WHITE,,622.1699829101562,784.6177978515625,67.61065673828125,12.24176025390625
284,2,Deleted,1.5,,714.6199951171875,784.6177978515625,18.43927001953125,12.24176025390625
285,2,Deleted,ENGINE COMPARTMENT LIMIT SWITCH,,754.1699829101562,784.6177978515625,190.53912353515625,12.24176025390625
286,2,Deleted,R23,,57.279998779296875,799.6978149414062,18.43926239013672,12.24176025390625
287,2,Deleted,NAIO3,,106.4000015258789,799.6978149414062,30.73210906982422,12.24176025390625
